ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats,crime_rate,lag_1,lag_7
13833222,JJ251870,5/12/2025 13:30,006XX W MONTROSE DR,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1915,19,46,3,6,1171215.0,1929505.0,2025,5/20/2025 16:02,41.96203391,-87.64589873,"(41.96203391, -87.645898728)",37.0,21186.0,31.0,636.0,39.0,15.0,5.0,4.0,13.333333333333334,13.333333333333334,23.333333333333336
13833217,JJ251816,5/12/2025 13:30,060XX S RICHMOND ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,ALLEY,False,False,823,8,15,66,26,1157749.0,1864446.0,2025,5/20/2025 16:02,41.78379133,-87.69718033,"(41.783791331, -87.697180325)",44.0,21867.0,64.0,183.0,2.0,58.0,13.0,276.0,28.333333333333336,18.333333333333336,23.333333333333336
13833249,JJ251808,5/12/2025 13:30,040XX W LAWRENCE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1712,17,39,14,6,1148714.0,1931595.0,2025,5/20/2025 16:02,41.96823457,-87.72857162,"(41.968234567, -87.728571616)",28.0,21869.0,14.0,257.0,38.0,48.0,1.0,11.0,10.0,13.333333333333334,15.0
13833479,JJ251882,5/12/2025 13:31,001XX W POLK ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,123,1,34,32,11,1174998.0,1896784.0,2025,5/20/2025 16:02,41.87216198,-87.63297278,"(41.872161976, -87.632972778)",48.0,14917.0,38.0,12.0,26.0,35.0,22.0,144.0,31.666666666666668,35.0,26.666666666666668
13835783,JJ254362,5/12/2025 13:33,064XX N RIDGE BLVD,890,THEFT,FROM BUILDING,APARTMENT,False,False,2412,24,50,2,6,1162641.0,1942703.0,2025,5/20/2025 16:02,41.99843414,-87.67704987,"(41.998434142, -87.677049865)",42.0,21853.0,10.0,242.0,27.0,9.0,11.0,41.0,10.0,15.0,15.0
13833992,JJ252136,5/12/2025 13:45,057XX S DREXEL AVE,485,BATTERY,AGGRAVATED OF A CHILD,HOSPITAL BUILDING / GROUNDS,False,False,235,2,5,41,04B,1183215.0,1867140.0,2025,5/20/2025 16:02,41.79062895,-87.60372947,"(41.790628946, -87.603729472)",32.0,22260.0,8.0,154.0,33.0,60.0,24.0,132.0,13.333333333333334,6.666666666666667,13.333333333333334
13833561,JJ252287,5/12/2025 13:47,094XX S WINCHESTER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2221,22,19,72,11,1165006.0,1842087.0,2025,5/20/2025 16:02,41.72228462,-87.67120431,"(41.722284623, -87.671204308)",33.0,22212.0,71.0,627.0,42.0,59.0,9.0,245.0,5.0,1.6666666666666667,1.6666666666666667
13833328,JJ251869,5/12/2025 13:53,042XX W FOSTER AVE,320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,False,1712,17,39,13,3,1147194.0,1934221.0,2025,5/20/2025 16:02,41.9754698,-87.73409308,"(41.975469804, -87.734093075)",28.0,21869.0,14.0,751.0,38.0,48.0,1.0,48.0,5.0,5.0,1.6666666666666667
13834636,JJ252570,5/12/2025 13:55,048XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2031,20,40,4,6,1156831.0,1932038.0,2025,5/20/2025 16:02,41.96928908,-87.69871371,"(41.969289082, -87.698713707)",46.0,21849.0,6.0,28.0,24.0,20.0,2.0,61.0,6.666666666666667,1.6666666666666667,1.6666666666666667
13833259,JJ251842,5/12/2025 13:55,063XX S KEDZIE AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,823,8,14,66,26,1156143.0,1862448.0,2025,5/20/2025 16:02,41.77834098,-87.70312224,"(41.778340981, -87.703122242)",44.0,21867.0,64.0,293.0,31.0,58.0,13.0,276.0,28.333333333333336,18.333333333333336,23.333333333333336
13833421,JJ251898,5/12/2025 13:55,063XX S DR MARTIN LUTHER KING JR DR,560,ASSAULT,SIMPLE,APARTMENT,False,False,312,3,20,69,08A,1180013.0,1862902.0,2025,5/20/2025 16:02,41.77907344,-87.61560001,"(41.779073436, -87.615600014)",53.0,22260.0,67.0,122.0,4.0,60.0,18.0,277.0,26.666666666666668,26.666666666666668,23.333333333333336
13836574,JJ255857,5/12/2025 14:00,014XX W EDGEWATER AVE,820,THEFT,$500 AND UNDER,STREET,False,False,2013,20,48,77,6,1165609.0,1938316.0,2025,5/20/2025 16:02,41.98633316,-87.6662573,"(41.986333161, -87.666257298)",40.0,4451.0,76.0,539.0,16.0,14.0,2.0,54.0,11.666666666666668,3.3333333333333335,11.666666666666668
13833351,JJ251931,5/12/2025 14:00,030XX W ROOSEVELT RD,820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1134,11,28,29,6,1156424.0,1894559.0,2025,5/20/2025 16:02,41.86645197,-87.701226,"(41.866451967, -87.701226002)",11.0,21569.0,30.0,35.0,23.0,28.0,16.0,140.0,23.333333333333336,31.666666666666668,38.333333333333336
13834194,JJ252832,5/12/2025 14:00,017XX N STOCKTON DR,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1814,18,43,7,6,1175164.0,1912106.0,2025,5/20/2025 16:02,41.91420265,-87.63190345,"(41.914202647, -87.631903454)",51.0,21190.0,68.0,271.0,34.0,16.0,14.0,134.0,21.666666666666668,15.0,15.0
13833232,JJ251885,5/12/2025 14:00,001XX W 87TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,634,6,21,44,6,1176727.0,1847272.0,2025,5/20/2025 16:02,41.73625753,-87.62811644,"(41.736257532, -87.628116439)",18.0,21554.0,40.0,1.0,13.0,59.0,20.0,242.0,28.333333333333336,13.333333333333334,18.333333333333336
13834235,JJ252918,5/12/2025 14:00,006XX W LAWRENCE DR,820,THEFT,$500 AND UNDER,STREET,False,False,2024,20,48,3,6,1171068.0,1932257.0,2025,5/20/2025 16:02,41.96958871,-87.64635806,"(41.969588707, -87.646358057)",40.0,22616.0,31.0,635.0,16.0,15.0,2.0,14.0,13.333333333333334,13.333333333333334,23.333333333333336
13837981,JJ256810,5/12/2025 14:00,031XX S LAKE SHORE DR SB,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,211,2,4,35,6,1181792.0,1884347.0,2025,5/20/2025 16:02,41.83787931,-87.60841496,"(41.837879307, -87.608414956)",1.0,21194.0,1.0,581.0,10.0,40.0,24.0,169.0,15.0,18.333333333333336,21.666666666666668
13837991,JJ256813,5/12/2025 14:00,031XX S LAKE SHORE DR SB,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,211,2,4,35,11,1181792.0,1884347.0,2025,5/20/2025 16:02,41.83787931,-87.60841496,"(41.837879307, -87.608414956)",1.0,21194.0,1.0,581.0,10.0,40.0,24.0,169.0,15.0,18.333333333333336,21.666666666666668
13839501,JJ255641,5/12/2025 14:00,008XX E 81ST ST,031A,ROBBERY,ARMED - HANDGUN,APARTMENT,False,False,631,6,8,44,3,1183051.0,1851469.0,2025,5/20/2025 16:02,41.74763003,-87.60481753,"(41.747630026, -87.604817525)",9.0,21546.0,40.0,247.0,35.0,61.0,20.0,235.0,28.333333333333336,13.333333333333334,18.333333333333336
13833283,JJ251939,5/12/2025 14:00,018XX S HARDING AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,1014,10,24,29,6,1150349.0,1890701.0,2025,5/20/2025 16:02,41.85598574,-87.72362866,"(41.855985739, -87.723628663)",36.0,21569.0,30.0,752.0,14.0,57.0,21.0,156.0,23.333333333333336,31.666666666666668,38.333333333333336
13833290,JJ251933,5/12/2025 14:00,004XX S STATE ST,1570,SEX OFFENSE,PUBLIC INDECENCY,LIBRARY,False,False,113,1,4,32,17,1176436.0,1898416.0,2025,5/20/2025 16:02,41.87660796,-87.62764406,"(41.876607964, -87.627644063)",48.0,14913.0,38.0,92.0,10.0,35.0,22.0,126.0,31.666666666666668,35.0,26.666666666666668
13833502,JJ252282,5/12/2025 14:00,043XX S PULASKI RD,870,THEFT,POCKET-PICKING,OTHER (SPECIFY),False,False,821,8,14,57,6,1150398.0,1875629.0,2025,5/20/2025 16:02,41.81462523,-87.72384135,"(41.814625232, -87.723841345)",49.0,22248.0,54.0,591.0,8.0,56.0,13.0,105.0,10.0,3.3333333333333335,6.666666666666667
13836025,JJ255103,5/12/2025 14:00,085XX S KOSTNER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,834,8,18,70,11,1148579.0,1847525.0,2025,5/20/2025 16:02,41.73753847,-87.73123552,"(41.737538466, -87.731235516)",6.0,4300.0,69.0,197.0,30.0,8.0,13.0,232.0,13.333333333333334,1.6666666666666667,10.0
13833461,JJ252173,5/12/2025 14:00,018XX N CANNON DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1814,18,43,7,14,1176264.0,1912545.0,2025,5/20/2025 16:02,41.91538252,-87.62784901,"(41.915382524, -87.627849014)",51.0,21190.0,68.0,271.0,34.0,16.0,14.0,134.0,21.666666666666668,15.0,15.0
13833858,JJ252417,5/12/2025 14:00,023XX S KEDZIE AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,SIDEWALK,False,False,1033,10,25,30,2,1155392.0,1888340.0,2025,5/20/2025 16:02,41.84940713,-87.70518162,"(41.84940713, -87.705181621)",36.0,21569.0,32.0,261.0,1.0,57.0,21.0,160.0,16.666666666666668,13.333333333333334,11.666666666666668
13836803,JJ255253,5/12/2025 14:09,032XX W BELMONT AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1733,17,35,21,6,1153997.0,1921094.0,2025,5/20/2025 16:02,41.93931514,-87.70942733,"(41.939315143, -87.70942733)",15.0,21538.0,22.0,138.0,12.0,39.0,1.0,23.0,5.0,5.0,8.333333333333334
13834466,JJ251872,5/12/2025 14:10,0000X S STATE ST,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,False,False,112,1,34,32,3,1176392.0,1900179.0,2025,5/20/2025 16:02,41.88144673,-87.6277524,"(41.881446731, -87.627752399)",22.0,14311.0,38.0,92.0,36.0,34.0,22.0,93.0,31.666666666666668,35.0,26.666666666666668
13833346,JJ251908,5/12/2025 14:15,004XX N DRAKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1123,11,27,23,08B,1152639.0,1902743.0,2025,5/20/2025 16:02,41.88898538,-87.71490471,"(41.888985375, -87.714904706)",41.0,21572.0,24.0,584.0,46.0,30.0,16.0,86.0,43.333333333333336,40.0,28.333333333333336
13833323,JJ251910,5/12/2025 14:19,026XX W BELMONT AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",APARTMENT,False,False,1733,17,35,21,11,1158210.0,1921162.0,2025,5/20/2025 16:02,41.93941656,-87.69394148,"(41.939416556, -87.693941482)",2.0,21538.0,22.0,425.0,20.0,39.0,1.0,23.0,5.0,5.0,8.333333333333334
13835697,JJ254663,5/12/2025 14:20,078XX S LOWE AVE,810,THEFT,OVER $500,APARTMENT,False,True,621,6,17,71,6,1173326.0,1852922.0,2025,5/20/2025 16:02,41.75183767,-87.6404098,"(41.751837665, -87.640409801)",17.0,21554.0,70.0,556.0,32.0,59.0,20.0,229.0,33.333333333333336,18.333333333333336,28.333333333333336
13834161,JJ252088,5/12/2025 14:25,068XX S JEFFERY BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,False,332,3,5,43,08A,1190722.0,1860046.0,2025,5/20/2025 16:02,41.77098437,-87.57643257,"(41.77098437, -87.57643257)",32.0,22538.0,39.0,381.0,33.0,24.0,18.0,212.0,48.333333333333336,25.0,38.333333333333336
13833442,JJ251902,5/12/2025 14:30,047XX S HALSTED ST,860,THEFT,RETAIL THEFT,STREET,False,False,933,9,20,61,6,1171764.0,1873607.0,2025,5/20/2025 16:02,41.80863408,-87.6455275,"(41.808634077, -87.645527495)",26.0,14924.0,59.0,708.0,48.0,37.0,23.0,117.0,15.0,8.333333333333334,5.0
13833632,JJ252098,5/12/2025 14:30,031XX N NARRAGANSETT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2511,25,30,19,08B,1133198.0,1920137.0,2025,5/20/2025 16:02,41.93707897,-87.78589302,"(41.937078968, -87.785893021)",39.0,22254.0,19.0,137.0,44.0,52.0,6.0,179.0,21.666666666666668,30.0,16.666666666666668
13833263,JJ251891,5/12/2025 14:30,121XX S STATE ST,560,ASSAULT,SIMPLE,SIDEWALK,False,True,532,5,9,53,08A,1178438.0,1824550.0,2025,5/20/2025 16:02,41.67386659,-87.62253506,"(41.673866586, -87.622535064)",30.0,21861.0,50.0,60.0,43.0,19.0,10.0,218.0,11.666666666666668,21.666666666666668,11.666666666666668
13835958,JJ255087,5/12/2025 14:30,010XX N MILWAUKEE AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,1213,12,27,24,08A,1167041.0,1907018.0,2025,5/20/2025 16:02,41.90041927,-87.66189216,"(41.900419269, -87.661892155)",41.0,22620.0,25.0,109.0,46.0,49.0,15.0,60.0,31.666666666666668,16.666666666666668,16.666666666666668
13836883,JJ256331,5/12/2025 14:30,052XX S ARCHER AVE,560,ASSAULT,SIMPLE,APARTMENT,False,False,815,8,23,57,08A,1147330.0,1870234.0,2025,5/20/2025 16:02,41.7998797,-87.73523302,"(41.7998797, -87.735233019)",35.0,22248.0,54.0,637.0,6.0,56.0,13.0,105.0,10.0,3.3333333333333335,6.666666666666667
13833305,JJ251999,5/12/2025 14:33,063XX S RACINE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,False,False,724,7,16,67,14,1169407.0,1862778.0,2025,5/20/2025 16:02,41.7789695,-87.65448608,"(41.778969503, -87.654486077)",19.0,22257.0,66.0,21.0,2.0,11.0,17.0,203.0,25.0,21.666666666666668,15.0
13833490,JJ251955,5/12/2025 14:45,056XX N CLARK ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,True,True,2013,20,48,77,04A,1164915.0,1937408.0,2025,5/20/2025 16:02,41.98385639,-87.66883572,"(41.983856385, -87.668835718)",40.0,4451.0,76.0,538.0,16.0,14.0,2.0,54.0,11.666666666666668,3.3333333333333335,11.666666666666668
13834669,JJ252640,5/12/2025 14:50,015XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,131,1,3,33,14,1176584.0,1892788.0,2025,5/20/2025 16:02,41.86116104,-87.62727063,"(41.861161041, -87.627270627)",12.0,14913.0,34.0,330.0,9.0,35.0,22.0,94.0,15.0,11.666666666666668,6.666666666666667
13841147,JJ260579,5/12/2025 14:57,046XX W FOSTER AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1712,17,39,14,6,,,2025,5/20/2025 16:02,,,,,,,,,,,,10.0,13.333333333333334,15.0
13833779,JJ251989,5/12/2025 14:58,032XX N ASHLAND AVE,340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,GROCERY FOOD STORE,False,False,1922,19,32,6,3,1165085.0,1921399.0,2025,5/20/2025 16:02,41.93992341,-87.6686672,"(41.939923405, -87.668667203)",38.0,4449.0,57.0,678.0,25.0,22.0,5.0,19.0,16.666666666666668,25.0,31.666666666666668
13834558,JJ253341,5/12/2025 14:59,021XX N LONG AVE,460,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,False,False,2515,25,36,19,08B,1140035.0,1913783.0,2025,5/20/2025 16:02,41.91952037,-87.76092154,"(41.919520368, -87.760921537)",4.0,22615.0,19.0,307.0,44.0,2.0,6.0,133.0,21.666666666666668,30.0,16.666666666666668
13834019,JJ252574,5/12/2025 14:59,0000X E GRAND AVE,820,THEFT,$500 AND UNDER,RESTAURANT,False,False,1834,18,42,8,6,1176796.0,1903917.0,2025,5/20/2025 16:02,41.89169488,-87.62615583,"(41.891694878, -87.626155832)",22.0,21182.0,37.0,626.0,36.0,6.0,14.0,74.0,20.0,56.66666666666667,38.333333333333336
13838515,JJ258313,5/12/2025 14:59,016XX W 83RD ST,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,False,True,614,6,18,71,17,1166655.0,1849667.0,2025,5/20/2025 16:02,41.74305031,-87.66494863,"(41.743050313, -87.664948627)",6.0,21554.0,70.0,532.0,13.0,59.0,20.0,237.0,33.333333333333336,18.333333333333336,28.333333333333336
13833735,JJ252052,5/12/2025 15:00,063XX S CALUMET AVE,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,SCHOOL - PUBLIC GROUNDS,True,False,312,3,20,69,15,1179551.0,1862782.0,2025,5/20/2025 16:02,41.77875471,-87.6172974,"(41.778754713, -87.617297398)",53.0,22260.0,67.0,122.0,4.0,60.0,18.0,277.0,26.666666666666668,26.666666666666668,23.333333333333336
13833298,JJ251930,5/12/2025 15:00,018XX W PERSHING RD,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,False,False,924,9,12,61,26,1164460.0,1878839.0,2025,5/20/2025 16:02,41.82314856,-87.67216934,"(41.823148561, -87.672169337)",26.0,14924.0,56.0,720.0,1.0,37.0,23.0,165.0,15.0,8.333333333333334,5.0
13833443,JJ252160,5/12/2025 15:00,002XX W 119TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,522,5,9,53,08A,1176859.0,1826030.0,2025,5/20/2025 16:02,41.67796353,-87.62827003,"(41.677963533, -87.628270027)",30.0,21861.0,50.0,255.0,43.0,19.0,10.0,267.0,11.666666666666668,21.666666666666668,11.666666666666668
13834056,JJ252598,5/12/2025 15:00,009XX W 38TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,COMMERCIAL / BUSINESS OFFICE,False,False,915,9,11,60,14,1170881.0,1879377.0,2025,5/20/2025 16:02,41.82448688,-87.6485975,"(41.82448688, -87.648597496)",26.0,14924.0,58.0,172.0,48.0,37.0,23.0,170.0,5.0,5.0,5.0
13841018,JJ261152,5/12/2025 15:00,021XX N BINGHAM ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1431,14,1,22,11,,,2025,5/20/2025 16:02,,,,,,,,,,,,23.333333333333336,16.666666666666668,13.333333333333334
13833299,JJ251992,5/12/2025 15:00,049XX S WESTERN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CTA PLATFORM,False,False,923,9,15,63,11,1161186.0,1872062.0,2025,5/20/2025 16:02,41.80462016,-87.68436817,"(41.80462016, -87.684368169)",29.0,14924.0,61.0,775.0,3.0,37.0,23.0,115.0,10.0,6.666666666666667,10.0
13834576,JJ253416,5/12/2025 15:00,044XX W WRIGHTWOOD AVE,460,BATTERY,SIMPLE,PARK PROPERTY,False,False,2524,25,31,20,08B,1146303.0,1917151.0,2025,5/20/2025 16:02,41.92864537,-87.73780582,"(41.928645369, -87.737805821)",7.0,22615.0,21.0,439.0,17.0,2.0,6.0,181.0,3.3333333333333335,3.3333333333333335,1.6666666666666667
13833519,JJ251956,5/12/2025 15:00,101XX S VAN VLISSINGEN RD,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,False,431,4,7,51,20,1192627.0,1838207.0,2025,5/20/2025 16:02,41.71101001,-87.57015961,"(41.711010007, -87.570159609)",43.0,21202.0,48.0,252.0,37.0,25.0,19.0,249.0,6.666666666666667,11.666666666666668,6.666666666666667
13836804,JJ255251,5/12/2025 15:00,032XX N CLARK ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1924,19,44,6,6,1169868.0,1921628.0,2025,5/20/2025 16:02,41.94044868,-87.65108159,"(41.94044868, -87.651081589)",38.0,4449.0,57.0,731.0,25.0,22.0,5.0,28.0,16.666666666666668,25.0,31.666666666666668
13833804,JJ252365,5/12/2025 15:00,036XX N PINE GROVE AVE,560,ASSAULT,SIMPLE,STREET,False,False,1925,19,46,6,08A,1171151.0,1924797.0,2025,5/20/2025 16:02,41.94911642,-87.6462728,"(41.949116417, -87.646272801)",37.0,21186.0,57.0,726.0,39.0,53.0,5.0,18.0,16.666666666666668,25.0,31.666666666666668
13833507,JJ252163,5/12/2025 15:00,008XX N WOOD ST,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,APARTMENT,False,False,1212,12,36,24,6,1164238.0,1905908.0,2025,5/20/2025 16:02,41.89743309,-87.67221909,"(41.897433086, -87.67221909)",24.0,21560.0,25.0,462.0,41.0,4.0,15.0,63.0,31.666666666666668,16.666666666666668,16.666666666666668
13838451,JJ258222,5/12/2025 15:01,004XX W PERSHING RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE - DELIVERY TRUCK,False,False,925,9,11,61,7,1173850.0,1879063.0,2025,5/20/2025 16:02,41.82355979,-87.63771454,"(41.823559787, -87.637714542)",26.0,14924.0,59.0,123.0,48.0,37.0,23.0,106.0,15.0,8.333333333333334,5.0
13833330,JJ252026,5/12/2025 15:01,014XX N WASHTENAW AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1423,14,26,24,7,1158154.0,1909368.0,2025,5/20/2025 16:02,41.90705409,-87.69447024,"(41.907054092, -87.694470237)",10.0,21560.0,25.0,288.0,41.0,4.0,7.0,62.0,31.666666666666668,16.666666666666668,16.666666666666668
13833425,JJ251972,5/12/2025 15:01,010XX N LEAVITT ST,810,THEFT,OVER $500,SIDEWALK,False,True,1212,12,1,24,6,1161555.0,1906724.0,2025,5/20/2025 16:02,41.89972857,-87.68205065,"(41.899728565, -87.682050651)",16.0,21560.0,25.0,476.0,11.0,4.0,15.0,63.0,31.666666666666668,16.666666666666668,16.666666666666668
13833714,JJ251922,5/12/2025 15:08,052XX S PULASKI RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,815,8,23,62,6,1150591.0,1869514.0,2025,5/20/2025 16:02,41.79784103,-87.7232926,"(41.797841025, -87.7232926)",35.0,22248.0,60.0,793.0,6.0,56.0,13.0,129.0,3.3333333333333335,1.6666666666666667,6.666666666666667
13833310,JJ251907,5/12/2025 15:10,024XX W GREENLEAF AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,False,True,2411,24,50,2,26,1158944.0,1946710.0,2025,5/20/2025 16:02,42.00950643,-87.69053927,"(42.009506433, -87.690539271)",42.0,22528.0,20.0,42.0,27.0,12.0,11.0,35.0,10.0,15.0,15.0
13833510,JJ251975,5/12/2025 15:20,050XX N WINTHROP AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2033,20,48,3,08B,1167958.0,1933798.0,2025,5/20/2025 16:02,41.97388512,-87.65774883,"(41.973885119, -87.657748827)",40.0,22616.0,31.0,634.0,16.0,15.0,2.0,14.0,13.333333333333334,13.333333333333334,23.333333333333336
13838728,JJ258599,5/12/2025 15:28,117XX S MARSHFIELD AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2234,22,21,75,6,1167515.0,1826950.0,2025,5/20/2025 16:02,41.68069291,-87.66244608,"(41.680692908, -87.662446079)",45.0,22212.0,74.0,378.0,22.0,13.0,9.0,263.0,8.333333333333334,11.666666666666668,8.333333333333334
13833536,JJ251948,5/12/2025 15:28,049XX W ADAMS ST,460,BATTERY,SIMPLE,STREET,False,False,1533,15,28,25,08B,1143545.0,1898879.0,2025,5/20/2025 16:02,41.87855709,-87.7483985,"(41.878557088, -87.748398495)",11.0,22216.0,26.0,69.0,23.0,32.0,25.0,137.0,33.333333333333336,58.333333333333336,46.66666666666667
13833353,JJ251947,5/12/2025 15:28,001XX E 11TH PL,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,PARK PROPERTY,False,False,114,1,4,32,26,1177511.0,1895382.0,2025,5/20/2025 16:02,41.86825817,-87.62378914,"(41.868258168, -87.623789139)",48.0,14913.0,38.0,368.0,10.0,35.0,22.0,87.0,31.666666666666668,35.0,26.666666666666668
13834174,JJ252318,5/12/2025 15:30,0000X W CERMAK RD,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SCHOOL - PUBLIC GROUNDS,False,True,131,1,3,33,20,1176335.0,1889776.0,2025,5/20/2025 16:02,41.85290152,-87.62827544,"(41.852901521, -87.628275435)",12.0,21194.0,34.0,193.0,9.0,40.0,22.0,94.0,15.0,11.666666666666668,6.666666666666667
13833492,JJ252067,5/12/2025 15:30,027XX N AUSTIN AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,False,True,2514,25,30,19,17,1135928.0,1917524.0,2025,5/20/2025 16:02,41.92986033,-87.77592213,"(41.929860332, -87.775922128)",52.0,22615.0,19.0,78.0,21.0,2.0,6.0,183.0,21.666666666666668,30.0,16.666666666666668
13834250,JJ252932,5/12/2025 15:30,005XX W LAWRENCE DR,820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False,1914,19,46,3,6,1171365.0,1932310.0,2025,5/20/2025 16:02,41.9697276,-87.64526443,"(41.969727601, -87.645264427)",37.0,22616.0,31.0,636.0,39.0,15.0,5.0,4.0,13.333333333333334,13.333333333333334,23.333333333333336
13839641,JJ259687,5/12/2025 15:30,126XX S HALSTED ST,870,THEFT,POCKET-PICKING,CONVENIENCE STORE,False,False,523,5,9,53,6,1173297.0,1821020.0,2025,5/20/2025 16:02,41.66429451,-87.64145537,"(41.664294511, -87.641455374)",45.0,21861.0,50.0,7.0,22.0,19.0,10.0,218.0,11.666666666666668,21.666666666666668,11.666666666666668
13833371,JJ252023,5/12/2025 15:35,006XX S COLUMBUS DR,810,THEFT,OVER $500,STREET,False,False,114,1,42,32,6,1178369.0,1897523.0,2025,5/20/2025 16:02,41.87411369,-87.62057402,"(41.874113691, -87.620574021)",22.0,14913.0,38.0,367.0,36.0,35.0,22.0,87.0,31.666666666666668,35.0,26.666666666666668
13833709,JJ251976,5/12/2025 15:35,065XX S CHAMPLAIN AVE,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,321,3,20,42,08A,1181693.0,1861749.0,2025,5/20/2025 16:02,41.77587085,-87.60947662,"(41.77587085, -87.609476619)",53.0,22260.0,9.0,332.0,4.0,60.0,18.0,206.0,30.0,6.666666666666667,20.0
13833382,JJ252086,5/12/2025 15:40,018XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1422,14,26,22,14,1153220.0,1911888.0,2025,5/20/2025 16:02,41.91406861,-87.712528,"(41.914068606, -87.712528002)",10.0,22535.0,23.0,387.0,41.0,1.0,7.0,190.0,23.333333333333336,16.666666666666668,13.333333333333334
