ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats,crime_rate,lag_1,lag_7
13833430,JJ251163,5/12/2025 1:24,064XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,True,312,3,20,69,14,1180030.0,1862317.0,2025,5/20/2025 16:02,41.77746775,-87.61555559,"(41.777467749, -87.615555593)",53.0,22260.0,9.0,332.0,4.0,60.0,18.0,277.0,26.666666666666668,26.666666666666668,23.333333333333336
13833141,JJ251340,5/12/2025 1:24,082XX S ELLIS AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,631,6,8,44,5,1184330.0,1850557.0,2025,5/20/2025 16:02,41.74509759,-87.60015941,"(41.745097591, -87.600159412)",9.0,21546.0,40.0,141.0,35.0,61.0,20.0,235.0,28.333333333333336,13.333333333333334,18.333333333333336
13832806,JJ251172,5/12/2025 1:25,081XX S MARYLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,631,6,8,44,04A,1183318.0,1851241.0,2025,5/20/2025 16:02,41.74699816,-87.60384625,"(41.746998162, -87.60384625)",9.0,21546.0,40.0,247.0,35.0,61.0,20.0,235.0,28.333333333333336,13.333333333333334,18.333333333333336
13832753,JJ251165,5/12/2025 1:25,077XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,611,6,17,71,08B,1166356.0,1853367.0,2025,5/20/2025 16:02,41.75321001,-87.66593903,"(41.753210009, -87.665939025)",17.0,21554.0,70.0,573.0,31.0,59.0,20.0,231.0,33.333333333333336,18.333333333333336,28.333333333333336
13833814,JJ251187,5/12/2025 1:30,075XX S DR MARTIN LUTHER KING JR DR,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,623,6,6,69,3,1180210.0,1855206.0,2025,5/20/2025 16:02,41.7579503,-87.6151134,"(41.757950303, -87.615113401)",31.0,21546.0,67.0,496.0,32.0,61.0,20.0,227.0,26.666666666666668,26.666666666666668,23.333333333333336
13832831,JJ251224,5/12/2025 1:30,076XX S PARNELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,621,6,17,69,14,1173808.0,1853992.0,2025,5/20/2025 16:02,41.75476321,-87.63861184,"(41.754763212, -87.638611836)",17.0,21554.0,67.0,495.0,31.0,59.0,20.0,229.0,26.666666666666668,26.666666666666668,23.333333333333336
13832819,JJ251154,5/12/2025 1:30,061XX W 64TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,812,8,13,64,08B,1136630.0,1861123.0,2025,5/20/2025 16:02,41.77507509,-87.7746908,"(41.775075085, -87.774690797)",23.0,22268.0,62.0,266.0,6.0,7.0,13.0,272.0,5.0,8.333333333333334,3.3333333333333335
13838390,JJ257105,5/12/2025 1:30,077XX S THROOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,612,6,17,71,08A,1169225.0,1853492.0,2025,5/20/2025 16:02,41.75349147,-87.65542162,"(41.753491473, -87.655421615)",17.0,21554.0,70.0,572.0,31.0,59.0,20.0,230.0,33.333333333333336,18.333333333333336,28.333333333333336
13833068,JJ251659,5/12/2025 1:30,047XX W BERTEAU AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,RESIDENCE,False,False,1722,17,45,15,17,1143940.0,1927283.0,2025,5/20/2025 16:02,41.95649321,-87.74623415,"(41.956493213, -87.746234146)",20.0,22618.0,15.0,139.0,50.0,21.0,1.0,11.0,16.666666666666668,13.333333333333334,6.666666666666667
13832770,JJ251167,5/12/2025 1:34,006XX N LA SALLE DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,False,1832,18,42,8,15,1175023.0,1904549.0,2025,5/20/2025 16:02,41.89346903,-87.63264823,"(41.893469034, -87.632648229)",22.0,4446.0,37.0,670.0,36.0,55.0,14.0,72.0,20.0,56.66666666666667,38.333333333333336
13832822,JJ251175,5/12/2025 1:42,049XX W DIVERSEY AVE,460,BATTERY,SIMPLE,STREET,False,False,2521,25,31,19,08B,1142871.0,1918161.0,2025,5/20/2025 16:02,41.93148163,-87.75039218,"(41.931481628, -87.750392184)",7.0,22615.0,19.0,355.0,17.0,2.0,6.0,176.0,21.666666666666668,30.0,16.666666666666668
13832888,JJ251182,5/12/2025 1:46,002XX W OHIO ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1831,18,42,8,24,1174481.0,1904148.0,2025,5/20/2025 16:02,41.8923808,-87.63465078,"(41.892380796, -87.634650776)",22.0,4446.0,37.0,652.0,36.0,55.0,14.0,73.0,20.0,56.66666666666667,38.333333333333336
13832780,JJ251174,5/12/2025 1:50,049XX W AUGUSTA BLVD,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,True,True,1531,15,37,25,04B,1143174.0,1906196.0,2025,5/20/2025 16:02,41.89864274,-87.74957798,"(41.898642738, -87.749577975)",4.0,4299.0,26.0,585.0,45.0,5.0,25.0,69.0,33.333333333333336,58.333333333333336,46.66666666666667
13832837,JJ251170,5/12/2025 1:59,028XX N NATOMA AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,2511,25,36,18,04B,1131596.0,1918174.0,2025,5/20/2025 16:02,41.93172019,-87.79182629,"(41.931720188, -87.79182629)",39.0,22254.0,18.0,397.0,44.0,52.0,6.0,179.0,1.6666666666666667,3.3333333333333335,3.3333333333333335
13833304,JJ251887,5/12/2025 2:00,115XX S YALE AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,522,5,9,53,08A,1176675.0,1828456.0,2025,5/20/2025 16:02,41.68462498,-87.62887092,"(41.684624979, -87.62887092)",45.0,21861.0,50.0,255.0,22.0,19.0,10.0,267.0,11.666666666666668,21.666666666666668,11.666666666666668
13834107,JJ252708,5/12/2025 2:00,039XX S PULASKI RD,312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,821,8,14,57,3,1150341.0,1877803.0,2025,5/20/2025 16:02,41.8205921,-87.72399388,"(41.820592103, -87.723993881)",49.0,22248.0,54.0,563.0,8.0,56.0,13.0,103.0,10.0,3.3333333333333335,6.666666666666667
13832935,JJ251363,5/12/2025 2:00,081XX S BENNETT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,414,4,8,46,7,1190279.0,1851436.0,2025,5/20/2025 16:02,41.74736849,-87.57833341,"(41.747368486, -87.578333411)",9.0,21202.0,42.0,507.0,35.0,25.0,19.0,222.0,16.666666666666668,16.666666666666668,11.666666666666668
13837050,JJ256521,5/12/2025 2:00,059XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,232,2,20,40,14,1179496.0,1865754.0,2025,5/20/2025 16:02,41.78691143,-87.61740831,"(41.786911428, -87.617408313)",53.0,22260.0,7.0,164.0,4.0,60.0,24.0,268.0,8.333333333333334,13.333333333333334,10.0
13836281,JJ254215,5/12/2025 2:00,081XX S WOLCOTT AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,614,6,17,71,04B,1165101.0,1850790.0,2025,5/20/2025 16:02,41.74616497,-87.67061087,"(41.746164971, -87.670610874)",6.0,21554.0,70.0,574.0,31.0,59.0,20.0,237.0,33.333333333333336,18.333333333333336,28.333333333333336
13832840,JJ251191,5/12/2025 2:00,071XX S MERRILL AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,True,333,3,5,43,04B,1191789.0,1858173.0,2025,5/20/2025 16:02,41.76581888,-87.57258214,"(41.76581888, -87.572582139)",32.0,22538.0,39.0,453.0,33.0,24.0,18.0,89.0,48.333333333333336,25.0,38.333333333333336
13832853,JJ251241,5/12/2025 2:00,017XX E 86TH PL,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,412,4,8,45,7,1189399.0,1847970.0,2025,5/20/2025 16:02,41.7378786,-87.58166887,"(41.737878596, -87.581668867)",9.0,21202.0,41.0,431.0,35.0,25.0,19.0,240.0,5.0,5.0,3.3333333333333335
13833979,JJ251611,5/12/2025 2:00,002XX W ONTARIO ST,460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1831,18,42,8,08B,1174494.0,1904440.0,2025,5/20/2025 16:02,41.89318177,-87.6345943,"(41.89318177, -87.6345943)",22.0,4446.0,37.0,652.0,36.0,55.0,14.0,73.0,20.0,56.66666666666667,38.333333333333336
13838898,JJ258808,5/12/2025 2:00,070XX S BENNETT AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,False,False,332,3,5,43,11,1190099.0,1858420.0,2025,5/20/2025 16:02,41.76653752,-87.57876851,"(41.766537518, -87.57876851)",32.0,22538.0,39.0,381.0,33.0,24.0,18.0,212.0,48.333333333333336,25.0,38.333333333333336
13833182,JJ251397,5/12/2025 2:00,002XX N DESPLAINES ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1214,12,34,28,5,1171880.0,1901957.0,2025,5/20/2025 16:02,41.88642628,-87.6442677,"(41.886426277, -87.644267704)",41.0,4452.0,29.0,784.0,36.0,45.0,15.0,76.0,65.0,36.66666666666667,45.0
13832772,JJ251180,5/12/2025 2:13,032XX W 26TH ST,4740,OTHER OFFENSE,UNLAWFUL USE OF BODY ARMOR,STREET,False,False,1024,10,25,30,26,1155029.0,1886548.0,2025,5/20/2025 16:02,41.84449695,-87.70656188,"(41.84449695, -87.706561883)",14.0,21569.0,32.0,146.0,1.0,57.0,21.0,130.0,16.666666666666668,13.333333333333334,11.666666666666668
13838895,JJ252395,5/12/2025 2:15,011XX W CARROLL AVE,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1214,12,27,28,6,1168916.0,1902406.0,2025,5/20/2025 16:02,41.88772316,-87.65513913,"(41.887723159, -87.655139133)",41.0,14917.0,29.0,63.0,46.0,44.0,15.0,76.0,65.0,36.66666666666667,45.0
13833929,JJ252390,5/12/2025 2:30,043XX S PRAIRIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,215,2,3,38,08B,1178762.0,1876377.0,2025,5/20/2025 16:02,41.81607864,-87.61977619,"(41.81607864, -87.619776189)",12.0,4301.0,4.0,162.0,9.0,36.0,24.0,98.0,11.666666666666668,13.333333333333334,18.333333333333336
13833416,JJ252126,5/12/2025 2:30,121XX S LA SALLE ST,820,THEFT,$500 AND UNDER,STREET,False,False,523,5,9,53,6,1177456.0,1824505.0,2025,5/20/2025 16:02,41.67376527,-87.62613063,"(41.673765272, -87.626130627)",30.0,21861.0,50.0,60.0,43.0,19.0,10.0,218.0,11.666666666666668,21.666666666666668,11.666666666666668
13832785,JJ251205,5/12/2025 2:36,079XX S MERRILL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,414,4,8,46,08B,1191909.0,1852846.0,2025,5/20/2025 16:02,41.75119824,-87.57231503,"(41.751198244, -87.572315031)",9.0,21202.0,42.0,507.0,35.0,25.0,19.0,222.0,16.666666666666668,16.666666666666668,11.666666666666668
13833700,JJ252293,5/12/2025 2:40,026XX N CANNON DR,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARK PROPERTY,False,False,1935,19,43,7,6,1173915.0,1917861.0,2025,5/20/2025 16:02,41.93002255,-87.63632018,"(41.930022549, -87.636320176)",51.0,21190.0,68.0,101.0,34.0,16.0,5.0,178.0,21.666666666666668,15.0,15.0
13833590,JJ251858,5/12/2025 2:45,049XX N Western Ave,810,THEFT,OVER $500,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,2031,20,40,4,6,1159467.0,1932805.0,2025,5/20/2025 16:02,41.97133978,-87.68899991,"(41.971339779, -87.688999912)",13.0,21849.0,6.0,28.0,24.0,20.0,2.0,61.0,6.666666666666667,1.6666666666666667,1.6666666666666667
13832930,JJ251195,5/12/2025 2:48,077XX S EXCHANGE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,True,True,421,4,7,43,04A,1196404.0,1854337.0,2025,5/20/2025 16:02,41.75517938,-87.55579405,"(41.755179375, -87.555794049)",43.0,22538.0,39.0,246.0,37.0,24.0,19.0,225.0,48.333333333333336,25.0,38.333333333333336
13832868,JJ251194,5/12/2025 2:48,025XX S KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,False,True,1033,10,25,30,26,1155429.0,1887055.0,2025,5/20/2025 16:02,41.8458802,-87.70508033,"(41.845880198, -87.705080327)",29.0,21569.0,32.0,291.0,1.0,57.0,21.0,160.0,16.666666666666668,13.333333333333334,11.666666666666668
13834563,JJ252846,5/12/2025 2:50,020XX N WESTERN AVE,880,THEFT,PURSE-SNATCHING,CTA BUS,False,False,1431,14,1,22,6,1160045.0,1913283.0,2025,5/20/2025 16:02,41.91775829,-87.68741548,"(41.91775829, -87.687415476)",24.0,22535.0,23.0,324.0,41.0,1.0,7.0,184.0,23.333333333333336,16.666666666666668,13.333333333333334
13832854,JJ251185,5/12/2025 2:55,049XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,222,2,4,39,14,1183147.0,1872548.0,2025,5/20/2025 16:02,41.80547053,-87.60381052,"(41.805470526, -87.603810519)",1.0,21192.0,5.0,461.0,10.0,10.0,24.0,113.0,13.333333333333334,11.666666666666668,16.666666666666668
13834420,JJ253277,5/12/2025 3:00,068XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,331,3,5,43,14,1191726.0,1859941.0,2025,5/20/2025 16:02,41.77067194,-87.57275575,"(41.770671937, -87.572755746)",32.0,22538.0,39.0,152.0,33.0,24.0,18.0,262.0,48.333333333333336,25.0,38.333333333333336
13832969,JJ251456,5/12/2025 3:00,021XX W MOFFAT ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1434,14,32,22,5,1161740.0,1912438.0,2025,5/20/2025 16:02,41.91540435,-87.68121159,"(41.915404351, -87.681211587)",16.0,22535.0,23.0,373.0,40.0,1.0,7.0,192.0,23.333333333333336,16.666666666666668,13.333333333333334
13833055,JJ251428,5/12/2025 3:00,059XX S LOOMIS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,713,7,16,67,08B,1168012.0,1865414.0,2025,5/20/2025 16:02,41.78623312,-87.65952454,"(41.786233116, -87.659524542)",19.0,22257.0,65.0,278.0,2.0,23.0,17.0,266.0,25.0,21.666666666666668,15.0
13834353,JJ253037,5/12/2025 3:00,064XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,False,False,726,7,15,67,14,1165121.0,1861908.0,2025,5/20/2025 16:02,41.77667388,-87.67022355,"(41.776673882, -87.670223549)",44.0,22257.0,65.0,281.0,3.0,23.0,17.0,205.0,25.0,21.666666666666668,15.0
13832820,JJ251204,5/12/2025 3:02,022XX W ERIE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1221,12,36,24,26,1161279.0,1904299.0,2025,5/20/2025 16:02,41.89307991,-87.6831319,"(41.893079914, -87.683131902)",24.0,21184.0,25.0,546.0,49.0,28.0,15.0,80.0,31.666666666666668,16.666666666666668,16.666666666666668
13832931,JJ251357,5/12/2025 3:10,008XX S MICHIGAN AVE,810,THEFT,OVER $500,HOTEL / MOTEL,False,False,123,1,4,32,6,1177399.0,1896583.0,2025,5/20/2025 16:02,41.87155632,-87.62416388,"(41.871556324, -87.624163883)",48.0,14913.0,38.0,368.0,10.0,35.0,22.0,144.0,31.666666666666668,35.0,26.666666666666668
13832886,JJ251199,5/12/2025 3:13,065XX S WOLCOTT AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,False,False,726,7,16,67,04B,1164808.0,1861392.0,2025,5/20/2025 16:02,41.77526453,-87.67138556,"(41.775264527, -87.671385557)",44.0,22257.0,65.0,281.0,3.0,23.0,17.0,205.0,25.0,21.666666666666668,15.0
13832859,JJ251202,5/12/2025 3:15,017XX E 71ST PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,324,3,7,43,08B,1189224.0,1857920.0,2025,5/20/2025 16:02,41.7651865,-87.58199167,"(41.765186495, -87.581991672)",32.0,22538.0,39.0,452.0,37.0,24.0,18.0,217.0,48.333333333333336,25.0,38.333333333333336
13832850,JJ251208,5/12/2025 3:30,011XX W ERIE ST,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,1214,12,27,24,04B,1168519.0,1904430.0,2025,5/20/2025 16:02,41.89328576,-87.65653841,"(41.893285756, -87.656538409)",41.0,22620.0,25.0,522.0,46.0,49.0,15.0,76.0,31.666666666666668,16.666666666666668,16.666666666666668
13832883,JJ251227,5/12/2025 3:30,025XX W FLOURNOY ST,810,THEFT,OVER $500,APARTMENT,False,True,1135,11,28,28,6,1159545.0,1896949.0,2025,5/20/2025 16:02,41.87294673,-87.68970269,"(41.872946727, -87.68970269)",48.0,21184.0,29.0,756.0,23.0,28.0,16.0,146.0,65.0,36.66666666666667,45.0
13832960,JJ251215,5/12/2025 3:34,001XX W 26TH ST,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,133,1,3,35,6,1176063.0,1887096.0,2025,5/20/2025 16:02,41.84555353,-87.62935439,"(41.84555353, -87.629354389)",12.0,21194.0,1.0,3.0,9.0,40.0,22.0,163.0,15.0,18.333333333333336,21.666666666666668
13839971,JJ259611,5/12/2025 3:40,017XX N CENTRAL PARK AVE,810,THEFT,OVER $500,ALLEY,False,False,2535,25,26,23,6,1152103.0,1911522.0,2025,5/20/2025 16:02,41.91308638,-87.71664136,"(41.913086382, -87.716641361)",10.0,22535.0,24.0,352.0,49.0,1.0,7.0,190.0,43.333333333333336,40.0,28.333333333333336
13833497,JJ252074,5/12/2025 3:40,051XX W WINNEMAC AVE,810,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,1623,16,45,11,6,1141267.0,1933097.0,2025,5/20/2025 16:02,41.97249716,-87.75591689,"(41.972497158, -87.755916886)",20.0,21869.0,11.0,129.0,50.0,48.0,12.0,58.0,5.0,5.0,3.3333333333333335
13833438,JJ251210,5/12/2025 3:41,068XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,331,3,5,43,14,1191726.0,1859941.0,2025,5/20/2025 16:02,41.77067194,-87.57275575,"(41.770671937, -87.572755746)",32.0,22538.0,39.0,152.0,33.0,24.0,18.0,262.0,48.333333333333336,25.0,38.333333333333336
13833552,JJ252270,5/12/2025 3:54,016XX E 50TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,222,2,5,39,14,1188065.0,1871842.0,2025,5/20/2025 16:02,41.80341725,-87.58579605,"(41.803417249, -87.585796054)",1.0,21192.0,5.0,400.0,33.0,10.0,24.0,113.0,13.333333333333334,11.666666666666668,16.666666666666668
13832876,JJ251219,5/12/2025 3:56,024XX W CHICAGO AVE,330,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,False,False,1221,12,36,24,3,1160005.0,1905256.0,2025,5/20/2025 16:02,41.8957324,-87.68778438,"(41.895732399, -87.687784384)",24.0,21560.0,25.0,542.0,49.0,4.0,15.0,63.0,31.666666666666668,16.666666666666668,16.666666666666668
13835530,JJ254564,5/12/2025 4:00,021XX N MENARD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,2515,25,36,19,7,1137382.0,1913572.0,2025,5/20/2025 16:02,41.91898954,-87.77067427,"(41.918989539, -87.770674271)",52.0,22615.0,19.0,57.0,44.0,2.0,6.0,133.0,21.666666666666668,30.0,16.666666666666668
13833867,JJ252451,5/12/2025 4:00,044XX S PRAIRIE AVE,320,ROBBERY,STRONG ARM - NO WEAPON,VEHICLE NON-COMMERCIAL,False,True,215,2,3,38,3,1178782.0,1875684.0,2025,5/20/2025 16:02,41.81417653,-87.61972394,"(41.814176534, -87.619723936)",12.0,4301.0,4.0,162.0,9.0,36.0,24.0,98.0,11.666666666666668,13.333333333333334,18.333333333333336
13832870,JJ251243,5/12/2025 4:00,026XX S KARLOV AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,1031,10,22,30,08B,1149473.0,1886158.0,2025,5/20/2025 16:02,41.8435362,-87.7269618,"(41.843536197, -87.726961795)",14.0,21569.0,32.0,194.0,28.0,57.0,21.0,167.0,16.666666666666668,13.333333333333334,11.666666666666668
13833301,JJ251864,5/12/2025 4:00,0000X E 108TH ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,513,5,9,49,2,1178588.0,1833372.0,2025,5/20/2025 16:02,41.69807205,-87.62171933,"(41.698072053, -87.621719331)",30.0,21861.0,45.0,237.0,43.0,19.0,10.0,260.0,18.333333333333336,31.666666666666668,26.666666666666668
13832857,JJ251214,5/12/2025 4:01,045XX N PULASKI RD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1723,17,33,14,26,1148907.0,1929951.0,2025,5/20/2025 16:02,41.96371957,-87.72790468,"(41.963719573, -87.727904675)",28.0,21869.0,14.0,257.0,12.0,20.0,1.0,9.0,10.0,13.333333333333334,15.0
13833051,JJ251547,5/12/2025 4:08,008XX N MAPLEWOOD AVE,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,1211,12,36,24,6,1159248.0,1905508.0,2025,5/20/2025 16:02,41.89643951,-87.69055775,"(41.896439505, -87.690557745)",24.0,21560.0,25.0,542.0,49.0,4.0,15.0,64.0,31.666666666666668,16.666666666666668,16.666666666666668
13832869,JJ251218,5/12/2025 4:10,010XX N LOCKWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1524,15,37,25,14,1140835.0,1906400.0,2025,5/20/2025 16:02,41.89924589,-87.75816408,"(41.899245889, -87.758164082)",4.0,4299.0,26.0,562.0,45.0,5.0,25.0,67.0,33.333333333333336,58.333333333333336,46.66666666666667
13832852,JJ251222,5/12/2025 4:11,050XX N KIMBALL AVE,440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,False,True,1712,17,39,13,08B,1152808.0,1933156.0,2025,5/20/2025 16:02,41.97243776,-87.7134766,"(41.972437762, -87.713476604)",28.0,21849.0,13.0,167.0,38.0,20.0,1.0,48.0,5.0,5.0,1.6666666666666667
13833105,JJ251694,5/12/2025 4:11,035XX W NORTH AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,CHA APARTMENT,False,False,1422,14,26,23,26,1152417.0,1910402.0,2025,5/20/2025 16:02,41.9100068,-87.71551743,"(41.910006799, -87.715517428)",10.0,22535.0,24.0,422.0,49.0,5.0,7.0,190.0,43.333333333333336,40.0,28.333333333333336
13832791,JJ251212,5/12/2025 4:12,001XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,BANK,False,False,112,1,34,32,26,1177320.0,1899836.0,2025,5/20/2025 16:02,41.88048453,-87.62435527,"(41.880484533, -87.624355267)",22.0,14311.0,38.0,367.0,36.0,29.0,22.0,87.0,31.666666666666668,35.0,26.666666666666668
13832864,JJ251232,5/12/2025 4:20,057XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,232,2,20,40,14,1179904.0,1867043.0,2025,5/20/2025 16:02,41.79043923,-87.61587294,"(41.790439233, -87.615872939)",53.0,22260.0,7.0,402.0,4.0,60.0,24.0,124.0,8.333333333333334,13.333333333333334,10.0
13832894,JJ251252,5/12/2025 4:30,027XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,False,1411,14,1,22,6,1157241.0,1918050.0,2025,5/20/2025 16:02,41.93089679,-87.69758766,"(41.930896787, -87.697587655)",15.0,22535.0,23.0,468.0,40.0,1.0,7.0,174.0,23.333333333333336,16.666666666666668,13.333333333333334
13833173,JJ251231,5/12/2025 4:40,068XX S MERRILL AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,False,True,331,3,5,43,08B,1191726.0,1859941.0,2025,5/20/2025 16:02,41.77067194,-87.57275575,"(41.770671937, -87.572755746)",32.0,22538.0,39.0,152.0,33.0,24.0,18.0,262.0,48.333333333333336,25.0,38.333333333333336
13832872,JJ251229,5/12/2025 4:40,024XX W 62ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,825,8,16,66,08B,1161225.0,1863481.0,2025,5/20/2025 16:02,41.78107196,-87.68446267,"(41.781071962, -87.684462671)",44.0,21867.0,64.0,111.0,2.0,58.0,13.0,274.0,28.333333333333336,18.333333333333336,23.333333333333336
13832846,JJ251230,5/12/2025 4:42,045XX S DREXEL BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,222,2,4,39,26,1183086.0,1875052.0,2025,5/20/2025 16:02,41.81234312,-87.6039563,"(41.812343116, -87.6039563)",1.0,4301.0,5.0,398.0,10.0,36.0,24.0,114.0,13.333333333333334,11.666666666666668,16.666666666666668
13833921,JJ251250,5/12/2025 4:50,019XX E 86TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,412,4,8,45,08B,1190467.0,1848333.0,2025,5/20/2025 16:02,41.73884904,-87.57774437,"(41.738849038, -87.577744373)",9.0,21202.0,41.0,431.0,35.0,25.0,19.0,240.0,5.0,5.0,3.3333333333333335
13833565,JJ251249,5/12/2025 4:58,040XX W VAN BUREN ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1132,11,28,26,04B,1149627.0,1897720.0,2025,5/20/2025 16:02,41.87526074,-87.72609655,"(41.875260744, -87.726096551)",36.0,21572.0,27.0,675.0,23.0,30.0,16.0,142.0,8.333333333333334,11.666666666666668,13.333333333333334
13833115,JJ251359,5/12/2025 5:00,008XX W 33RD PL,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,913,9,11,60,6,1171098.0,1882779.0,2025,5/20/2025 16:02,41.83381754,-87.64770178,"(41.833817537, -87.647701784)",26.0,14920.0,58.0,171.0,48.0,43.0,23.0,162.0,5.0,5.0,5.0
13833463,JJ252021,5/12/2025 5:00,003XX W ONTARIO ST,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1831,18,42,8,6,1174093.0,1904430.0,2025,5/20/2025 16:02,41.89316328,-87.63606731,"(41.893163281, -87.636067309)",22.0,4446.0,37.0,652.0,36.0,55.0,14.0,73.0,20.0,56.66666666666667,38.333333333333336
13832875,JJ251246,5/12/2025 5:15,016XX W 82ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,614,6,17,71,08B,1166642.0,1850331.0,2025,5/20/2025 16:02,41.7448727,-87.66497736,"(41.744872702, -87.664977363)",6.0,21554.0,70.0,574.0,13.0,59.0,20.0,237.0,33.333333333333336,18.333333333333336,28.333333333333336
